report_date,product_code,product_name,product_series,product_type,channel,risk_level,open_type,holding_period_days,inception_date,running_days,product_scale_bn,scale_wow_bn,scale_mom_bn,latest_nav,daily_nav_change_bp,since_inception_annual_return,return_1m,return_3m,return_6m,return_1y,return_ytd,max_drawdown,volatility,sharpe,benchmark_lower,benchmark_upper,benchmark_status,evidence_id,source_type,source_name,source_url_or_file,fetched_at,as_of_date,staleness_days,confidence_level,parser_version
2025-04-11,WP0011,多元配置固收增强样例011,悦享固收,固收增强,对公,R2,360天,360,2022-03-25T00:00:00,1106,21.2309,0.0242,-0.1526,1.032484,4.67,0.03429,0.006032,0.008614,0.038594,0.032567,0.018146,-0.026548,0.0348,0.410642,0.0265,0.0575,in_range,ev_live_snapshot_WP0011_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0012,悦享固收多资产样例012,封闭精选,多资产,直销,R3,1年封闭,365,2023-07-07T00:00:00,637,0.9234,0.2253,-0.0876,1.055249,4.0,0.04127,0.007044,-0.044448,0.002359,0.04287,0.007019,-0.065057,0.064956,0.327443,0.0382,0.0658,in_range,ev_live_snapshot_WP0012_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0013,悦享固收混合类样例013,持有期增强,混合类,百信,R4,日开,1,2022-10-28T00:00:00,889,6.9944,0.1467,0.3736,1.006237,2.91,0.043447,-0.022554,-0.007226,-0.027834,0.03927,0.002621,-0.071991,0.092253,0.254161,0.0385,0.0715,in_range,ev_live_snapshot_WP0013_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0014,持有期增强QDII样例014,封闭精选,QDII,交行,R4,7天,7,2024-04-12T00:00:00,357,12.3249,-0.3233,-0.1787,1.056325,32.59,-5e-06,-0.024093,0.028978,0.143748,-0.001362,0.038358,-0.18052,0.169993,-0.117679,0.0419,0.0741,below_lower,ev_live_snapshot_WP0014_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0015,封闭精选现金管理样例015,多元配置,现金管理,厦门银行,R1,14天,14,2023-01-13T00:00:00,812,32.8876,0.2123,0.2891,1.018393,8.11,0.0083,0.00073,-0.000928,0.003058,0.009966,0.000699,-0.002496,0.004775,-2.449973,0.0025,0.0335,in_range,ev_live_snapshot_WP0015_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0016,稳健添利封闭式样例016,多元配置,封闭式,邮惠万家,R3,21天,21,2022-07-08T00:00:00,1001,9.7499,-0.0097,0.0322,1.064402,-1.75,0.055833,0.014953,0.021027,-0.006857,0.057655,0.006388,-0.050779,0.0651,0.550433,0.0268,0.0532,above_upper,ev_live_snapshot_WP0016_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0017,悦享固收最短持有期型样例017,悦享固收,最短持有期型,个金,R3,30天,30,2023-03-10T00:00:00,756,6.1435,0.1136,0.0043,0.984673,-16.43,-0.012989,-0.008241,-0.023169,0.003842,-0.013177,-0.008789,-0.033319,0.026688,-1.236092,0.0195,0.0525,below_lower,ev_live_snapshot_WP0017_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0018,多元配置日开型样例018,封闭精选,日开型,私银,R2,60天,60,2022-02-11T00:00:00,1148,4.7693,0.0757,-0.0021,1.025595,14.45,0.019706,0.000869,0.005263,0.011385,0.019612,0.002519,-0.004051,0.005947,-0.049429,0.0045,0.0395,in_range,ev_live_snapshot_WP0018_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0019,封闭精选纯固收样例019,悦享固收,纯固收,对公,R2,90天,90,2024-03-22T00:00:00,378,32.058,-0.1133,0.2549,1.054428,14.78,0.038212,0.008661,0.012838,0.019391,0.039134,0.007688,-0.009931,0.015706,1.159606,0.0154,0.0466,in_range,ev_live_snapshot_WP0019_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0020,现金优选固收增强样例020,全球配置,固收增强,直销,R2,120天,120,2023-03-03T00:00:00,763,18.7154,-0.2739,-0.3245,0.970605,10.91,-0.031419,-0.03516,-0.054712,-0.036854,-0.031936,-0.032054,-0.069703,0.054253,-0.947758,0.031,0.053,below_lower,ev_live_snapshot_WP0020_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0021,封闭精选多资产样例021,稳健添利,多资产,百信,R3,180天,180,2022-08-12T00:00:00,966,12.0105,-0.0734,0.0464,1.005241,-13.36,-0.003242,-0.011351,-0.028208,-0.010314,-0.002702,-0.012595,-0.046469,0.073341,-0.31691,0.0454,0.0586,below_lower,ev_live_snapshot_WP0021_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0022,封闭精选混合类样例022,稳健添利,混合类,交行,R3,270天,270,2023-11-17T00:00:00,504,1.61,-0.0437,-0.3159,1.010006,5.95,-0.012403,-0.003208,0.034638,0.071793,-0.015673,0.044457,-0.096412,0.093743,-0.345653,0.0424,0.0676,below_lower,ev_live_snapshot_WP0022_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0023,多元配置QDII样例023,全球配置,QDII,厦门银行,R3,360天,360,2024-02-09T00:00:00,420,7.0636,-0.2249,-0.3372,0.791552,15.65,-0.163485,-0.007742,-0.078634,-0.09586,-0.162749,-0.025718,-0.18903,0.128053,-1.432878,0.0407,0.0753,below_lower,ev_live_snapshot_WP0023_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0024,持有期增强现金管理样例024,多元配置,现金管理,邮惠万家,R1,1年封闭,365,2022-09-02T00:00:00,945,18.5731,0.2069,0.2131,1.018247,3.36,0.017884,0.001596,0.005214,0.009082,0.019894,5e-06,-0.002053,0.005293,-0.399696,0.006,0.03,in_range,ev_live_snapshot_WP0024_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0025,全球配置封闭式样例025,现金优选,封闭式,个金,R2,日开,1,2022-11-18T00:00:00,868,11.4094,0.1065,0.0153,0.983236,1.71,-0.023612,0.029019,0.034674,-0.011544,-0.024049,0.019633,-0.052203,0.057038,-0.764609,0.0283,0.0517,below_lower,ev_live_snapshot_WP0025_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0026,现金优选最短持有期型样例026,多元配置,最短持有期型,私银,R3,7天,7,2023-05-05T00:00:00,700,14.7409,-0.0088,-0.1704,1.045982,-9.03,0.048252,0.025068,0.040077,0.052809,0.048851,0.027064,-0.015315,0.031283,0.903109,0.0234,0.0486,in_range,ev_live_snapshot_WP0026_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0027,多元配置日开型样例027,稳健添利,日开型,对公,R1,14天,14,2023-04-21T00:00:00,714,1.5715,-0.2243,-0.276,1.011194,-3.78,0.011723,-0.000216,-0.006984,0.004406,0.011106,0.002141,-0.006855,0.007189,-1.151302,0.0149,0.0291,below_lower,ev_live_snapshot_WP0027_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0028,悦享固收纯固收样例028,封闭精选,纯固收,直销,R2,21天,21,2022-08-12T00:00:00,966,4.1254,0.1375,0.2518,1.056634,14.28,0.04427,0.004594,0.009348,0.040717,0.044971,0.011504,-0.010735,0.022149,1.095769,0.0171,0.0449,in_range,ev_live_snapshot_WP0028_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0029,多元配置固收增强样例029,悦享固收,固收增强,百信,R3,30天,30,2023-05-19T00:00:00,686,7.2498,0.0052,0.6245,1.064959,-13.53,0.071945,0.011742,0.014901,0.073146,0.070254,0.019561,-0.024013,0.041834,1.241698,0.0334,0.0506,above_upper,ev_live_snapshot_WP0029_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0030,持有期增强多资产样例030,持有期增强,多资产,交行,R3,60天,60,2024-03-01T00:00:00,399,12.3955,-0.0312,-0.016,1.040822,8.74,0.048631,0.004538,0.010238,-0.035629,0.047635,0.000974,-0.081768,0.090771,0.315417,0.0404,0.0636,in_range,ev_live_snapshot_WP0030_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0031,多元配置混合类样例031,悦享固收,混合类,厦门银行,R3,90天,90,2022-01-14T00:00:00,1176,7.3064,0.0285,0.1195,0.848121,-6.82,-0.105393,0.011457,0.002598,-0.059883,-0.102168,0.008168,-0.122656,0.095429,-1.313995,0.0453,0.0647,below_lower,ev_live_snapshot_WP0031_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0032,封闭精选QDII样例032,多元配置,QDII,邮惠万家,R4,120天,120,2023-10-20T00:00:00,532,13.0056,0.3082,0.6828,0.942036,-9.57,-0.125119,-0.050654,-0.067998,-0.126511,-0.123563,-0.03957,-0.170388,0.124415,-1.166416,0.0444,0.0716,below_lower,ev_live_snapshot_WP0032_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0033,持有期增强现金管理样例033,封闭精选,现金管理,个金,R1,180天,180,2022-07-08T00:00:00,1001,21.6626,0.0306,0.0707,1.029231,-5.51,0.023105,0.002564,0.006271,0.012945,0.023556,0.004347,-0.001591,0.004388,0.70757,0.0061,0.0299,in_range,ev_live_snapshot_WP0033_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0034,现金优选封闭式样例034,持有期增强,封闭式,私银,R2,270天,270,2022-03-04T00:00:00,1127,0.8199,-0.1849,0.0327,1.055576,5.6,0.078665,0.002158,0.006999,-0.00368,0.076012,0.000303,-0.023134,0.043636,1.344404,0.0254,0.0546,above_upper,ev_live_snapshot_WP0034_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0035,现金优选最短持有期型样例035,全球配置,最短持有期型,对公,R3,360天,360,2022-12-30T00:00:00,826,5.0482,0.2803,0.5285,1.051341,-13.12,0.065791,0.00177,0.019889,0.036971,0.064618,-0.001774,-0.029354,0.038998,1.174173,0.0265,0.0455,above_upper,ev_live_snapshot_WP0035_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0036,封闭精选日开型样例036,稳健添利,日开型,直销,R2,1年封闭,365,2022-04-22T00:00:00,1078,11.4174,0.4207,1.0187,1.017576,7.52,0.015375,0.002039,0.008424,0.011977,0.014612,0.003964,-0.001982,0.005349,-0.864644,0.0116,0.0324,in_range,ev_live_snapshot_WP0036_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0037,多元配置纯固收样例037,全球配置,纯固收,百信,R2,日开,1,2023-04-07T00:00:00,728,7.8579,0.045,0.5262,1.032975,5.83,0.009249,0.002023,0.017143,0.004177,0.009697,0.00306,-0.024773,0.017517,-0.613748,0.0168,0.0452,below_lower,ev_live_snapshot_WP0037_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0038,持有期增强固收增强样例038,封闭精选,固收增强,交行,R2,7天,7,2023-06-02T00:00:00,672,17.574,0.2075,0.5271,0.965779,11.71,-0.034981,0.000513,-0.041732,-0.061228,-0.032815,-0.009543,-0.080136,0.037876,-1.451616,0.0315,0.0525,below_lower,ev_live_snapshot_WP0038_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0039,多元配置多资产样例039,全球配置,多资产,厦门银行,R3,14天,14,2023-03-17T00:00:00,749,6.7973,0.1021,-0.0024,1.04845,1.47,0.003356,0.042045,0.070603,0.054818,0.005135,0.020973,-0.081603,0.074855,-0.22235,0.0396,0.0644,below_lower,ev_live_snapshot_WP0039_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0040,现金优选混合类样例040,封闭精选,混合类,邮惠万家,R4,21天,21,2024-03-29T00:00:00,371,14.255,-0.0911,0.2829,1.055175,-6.14,0.071925,0.031376,0.040477,0.152711,0.071077,0.028992,-0.103218,0.093708,0.554109,0.0416,0.0684,above_upper,ev_live_snapshot_WP0040_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0041,封闭精选QDII样例041,现金优选,QDII,个金,R4,30天,30,2024-03-08T00:00:00,392,13.5395,-0.2364,-0.1174,0.912592,-5.51,-0.064844,-0.099146,-0.081737,-0.042806,-0.063487,-0.110002,-0.120464,0.199887,-0.424459,0.0477,0.0683,below_lower,ev_live_snapshot_WP0041_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0042,持有期增强现金管理样例042,现金优选,现金管理,私银,R1,60天,60,2022-04-29T00:00:00,1071,29.9013,-0.1128,-0.0475,1.006418,-9.11,0.014428,0.001188,0.004602,0.005752,0.011605,0.003015,-0.001947,0.00344,-1.619683,0.0055,0.0305,in_range,ev_live_snapshot_WP0042_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0043,稳健添利封闭式样例043,多元配置,封闭式,对公,R4,90天,90,2022-03-11T00:00:00,1120,4.1638,-0.0768,-0.2026,1.032114,-0.93,0.008066,-0.000214,-0.031215,-0.0006,0.012638,-0.020212,-0.055799,0.055862,-0.213628,0.023,0.057,below_lower,ev_live_snapshot_WP0043_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0044,持有期增强最短持有期型样例044,稳健添利,最短持有期型,直销,R3,120天,120,2023-07-07T00:00:00,637,22.1379,0.4359,0.3089,1.024368,2.82,0.015352,-0.004006,0.017516,0.028108,0.014507,-8.2e-05,-0.027413,0.024419,-0.190337,0.0215,0.0505,below_lower,ev_live_snapshot_WP0044_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0045,持有期增强日开型样例045,现金优选,日开型,百信,R2,180天,180,2022-07-22T00:00:00,987,20.0319,0.164,-0.2092,1.013488,-0.77,0.006928,-0.00175,-0.002518,0.007507,0.008301,-0.000976,-0.006529,0.008403,-1.555706,0.01,0.034,below_lower,ev_live_snapshot_WP0045_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0046,全球配置纯固收样例046,悦享固收,纯固收,交行,R2,270天,270,2022-12-02T00:00:00,854,23.7014,-0.0558,-0.4293,1.0444,3.05,0.029964,0.001176,0.016186,0.016745,0.030133,3.7e-05,-0.012889,0.016875,0.590477,0.02,0.042,in_range,ev_live_snapshot_WP0046_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0047,持有期增强固收增强样例047,多元配置,固收增强,厦门银行,R3,360天,360,2023-03-17T00:00:00,749,9.1834,-0.0748,0.3635,0.932459,-19.04,-0.064428,0.006034,-0.012889,-0.040399,-0.065917,-0.005282,-0.082789,0.04769,-1.770349,0.0337,0.0503,below_lower,ev_live_snapshot_WP0047_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0048,全球配置多资产样例048,全球配置,多资产,邮惠万家,R4,1年封闭,365,2023-02-24T00:00:00,770,16.1736,0.3836,0.2279,1.037276,0.53,0.059987,-0.048156,0.006101,0.023664,0.057093,-0.005633,-0.05862,0.125694,0.31813,0.0343,0.0697,in_range,ev_live_snapshot_WP0048_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0049,多元配置混合类样例049,悦享固收,混合类,个金,R3,日开,1,2023-04-14T00:00:00,721,14.7023,0.0736,-0.0677,0.950132,-4.81,-0.069186,-0.007587,-0.047637,-0.007287,-0.070966,-0.020286,-0.143932,0.11493,-0.776003,0.0382,0.0718,below_lower,ev_live_snapshot_WP0049_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0050,现金优选QDII样例050,封闭精选,QDII,私银,R5,7天,7,2022-09-02T00:00:00,945,22.0039,-0.2784,-0.0942,0.930353,-3.19,-0.094255,-0.03995,-0.077964,-0.078539,-0.089606,-0.082067,-0.182747,0.133423,-0.856336,0.0408,0.0752,below_lower,ev_live_snapshot_WP0050_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0051,多元配置现金管理样例051,多元配置,现金管理,对公,R1,14天,14,2023-01-27T00:00:00,798,24.2114,-0.1189,-0.3149,1.035679,6.13,0.029364,0.003019,0.004645,0.011659,0.028284,0.004363,-0.001734,0.004851,1.930472,0.0083,0.0277,above_upper,ev_live_snapshot_WP0051_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0052,封闭精选封闭式样例052,全球配置,封闭式,直销,R4,21天,21,2024-04-05T00:00:00,364,6.5516,0.1994,0.2924,0.961402,0.36,-0.046749,-0.012561,0.028202,-0.047179,-0.046157,0.018237,-0.098273,0.063864,-1.045182,0.0332,0.0468,below_lower,ev_live_snapshot_WP0052_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
2025-04-11,WP0053,多元配置最短持有期型样例053,持有期增强,最短持有期型,百信,R3,30天,30,2022-08-05T00:00:00,973,12.8296,0.0647,0.083,0.993068,15.39,-0.020389,0.006506,0.009091,-0.005725,-0.020711,0.013517,-0.045538,0.029807,-1.354998,0.0295,0.0425,below_lower,ev_live_snapshot_WP0053_20250411,synthetic_weekly_snapshot,Synthetic next-week product snapshot,scripts/generate_next_week_snapshot.py,2026-05-24T21:52:57+00:00,2025-04-11,408,medium,next_week_generator.v1
